kabkota_code,kabkota_name,week_start_date,t_mean,t_min,t_max,hu_mean,ws_mean,tcc_mean,rain_hours,rain_frac,hours
18.71,KOTA BANDAR LAMPUNG,2025-04-21,29.88,28.14,31.43,86.49,12.13,75.94,98,0.5833,168
18.71,KOTA BANDAR LAMPUNG,2025-04-28,29.39,27.61,30.91,88.33,12.52,70.23,100,0.5952,168
18.71,KOTA BANDAR LAMPUNG,2025-05-05,28.1,26.59,29.63,85.45,12.19,68.73,86,0.5119,168
18.71,KOTA BANDAR LAMPUNG,2025-05-12,28.02,26.47,29.81,85.65,12.87,68.94,75,0.4464,168
18.71,KOTA BANDAR LAMPUNG,2025-05-19,27.93,26.23,29.65,83.97,11.74,69.26,90,0.5357,168
18.71,KOTA BANDAR LAMPUNG,2025-05-26,27.94,26.16,29.49,84.26,11.1,70.11,74,0.4405,168
18.71,KOTA BANDAR LAMPUNG,2025-06-02,28.01,26.38,29.61,87.03,11.77,58.2,70,0.4167,168
18.71,KOTA BANDAR LAMPUNG,2025-06-09,27.68,25.96,29.41,83.04,11.98,63.91,53,0.3155,168
18.71,KOTA BANDAR LAMPUNG,2025-06-16,28.3,26.58,30.01,81.5,9.88,55.34,61,0.3631,168
18.71,KOTA BANDAR LAMPUNG,2025-06-23,28.34,26.72,29.95,75.38,9.66,53.58,39,0.2321,168
18.71,KOTA BANDAR LAMPUNG,2025-06-30,26.97,25.19,28.68,80.98,11.97,51.53,41,0.244,168
18.71,KOTA BANDAR LAMPUNG,2025-07-07,27.89,26.34,29.4,77.72,9.61,57.16,50,0.2976,168
18.71,KOTA BANDAR LAMPUNG,2025-07-14,27.23,25.55,29.01,77.38,10.11,48.63,23,0.1369,168
18.71,KOTA BANDAR LAMPUNG,2025-07-21,27.13,25.38,28.81,75.55,11.04,48.07,45,0.2679,168
18.71,KOTA BANDAR LAMPUNG,2025-07-28,27.29,25.79,29.07,79.69,6.35,57.01,43,0.256,168
18.71,KOTA BANDAR LAMPUNG,2025-08-04,27.69,25.98,29.45,75.66,9.14,50.45,29,0.1726,168
18.71,KOTA BANDAR LAMPUNG,2025-08-11,26.83,25.16,28.37,77.84,9.6,45.28,18,0.1071,168
18.72,KOTA METRO,2024-08-19,27.23,25.67,28.77,74.79,10.57,44.68,28,0.1667,168
18.72,KOTA METRO,2024-08-26,26.58,24.98,28.29,78.61,7.73,42.7,17,0.1012,168
18.72,KOTA METRO,2024-09-02,26.27,24.69,27.95,80.95,6.37,35.18,34,0.2024,168
18.72,KOTA METRO,2024-09-09,26.25,24.68,27.96,80.25,8.17,50.01,12,0.0714,168
18.72,KOTA METRO,2024-09-16,27.29,25.69,28.8,79.75,7.89,39.93,25,0.1488,168
18.72,KOTA METRO,2024-09-23,27.3,25.54,28.99,78.26,8.66,48.58,25,0.1488,168
18.72,KOTA METRO,2024-09-30,27.87,26.24,29.38,77.69,7.02,48.57,30,0.1786,168
18.72,KOTA METRO,2024-10-07,27.17,25.64,28.87,77.64,6.11,59.17,45,0.2679,168
18.72,KOTA METRO,2024-10-14,28.38,26.83,29.89,81.29,7.11,45.07,23,0.1369,168
18.72,KOTA METRO,2024-10-21,27.17,25.37,28.78,79.87,7.83,56.57,45,0.2679,168
18.72,KOTA METRO,2024-10-28,27.62,25.92,29.23,78.6,6.52,59.76,52,0.3095,168
18.72,KOTA METRO,2024-11-04,27.73,26.18,29.37,79.01,6.96,63.04,44,0.2619,168
18.72,KOTA METRO,2024-11-11,27.12,25.61,28.82,80.99,9.77,57.04,43,0.256,168
18.72,KOTA METRO,2024-11-18,28.37,26.65,29.94,80.86,8.3,59.94,48,0.2857,168
18.72,KOTA METRO,2024-11-25,27.59,25.99,29.25,82.73,8.16,61.5,56,0.3333,168
18.72,KOTA METRO,2024-12-02,29.04,27.34,30.61,83.88,7.36,62.05,65,0.3869,168
18.72,KOTA METRO,2024-12-09,28.76,27.08,30.44,83.88,9.68,65.6,77,0.4583,168
18.72,KOTA METRO,2024-12-16,29.2,27.42,30.91,85.28,8.67,71.47,69,0.4107,168
18.72,KOTA METRO,2024-12-23,27.86,26.12,29.45,82.88,9.74,69.65,80,0.4762,168
18.72,KOTA METRO,2024-12-30,28.69,27.13,30.42,85.76,10.88,71.48,84,0.5,168
18.72,KOTA METRO,2025-01-06,28.95,27.42,30.55,86.33,10.99,83.53,96,0.5714,168
18.72,KOTA METRO,2025-01-13,29.11,27.37,30.85,87.93,11.82,70.24,95,0.5655,168
18.72,KOTA METRO,2025-01-20,29.12,27.59,30.75,87.73,11.73,73.54,94,0.5595,168
18.72,KOTA METRO,2025-01-27,30.24,28.69,31.75,86.42,9.7,73.05,93,0.5536,168
18.72,KOTA METRO,2025-02-03,28.3,26.78,29.9,86.32,11.11,78.19,101,0.6012,168
18.72,KOTA METRO,2025-02-10,29.33,27.63,30.97,89.55,12.84,68.54,96,0.5714,168
18.72,KOTA METRO,2025-02-17,28.35,26.65,29.89,86.11,12.93,76.66,94,0.5595,168
18.72,KOTA METRO,2025-02-24,30.12,28.5,31.62,88.41,13.29,84.54,90,0.5357,168
18.72,KOTA METRO,2025-03-03,29.14,27.54,30.67,91.93,13.08,82.93,89,0.5298,168
18.72,KOTA METRO,2025-03-10,29.62,28.02,31.25,87.34,12.76,71.14,107,0.6369,168
18.72,KOTA METRO,2025-03-17,29.69,28.14,31.31,83.03,15.03,70.74,97,0.5774,168
18.72,KOTA METRO,2025-03-24,29.0,27.29,30.78,86.35,13.63,69.22,101,0.6012,168
18.72,KOTA METRO,2025-03-31,29.42,27.86,31.21,84.48,12.5,73.52,89,0.5298,168
18.72,KOTA METRO,2025-04-07,29.59,27.89,31.11,84.77,12.65,73.5,91,0.5417,168
18.72,KOTA METRO,2025-04-14,28.39,26.62,30.13,84.99,12.36,71.08,93,0.5536,168
18.72,KOTA METRO,2025-04-21,28.84,27.19,30.55,88.1,12.65,72.35,74,0.4405,168
18.72,KOTA METRO,2025-04-28,28.07,26.28,29.67,85.52,14.2,57.74,74,0.4405,168
18.72,KOTA METRO,2025-05-05,28.42,26.81,30.15,83.07,12.68,62.66,78,0.4643,168
18.72,KOTA METRO,2025-05-12,28.21,26.71,29.86,84.34,13.2,58.93,74,0.4405,168
18.72,KOTA METRO,2025-05-19,28.3,26.51,29.93,84.97,12.16,63.89,68,0.4048,168
18.72,KOTA METRO,2025-05-26,28.37,26.65,30.04,76.98,10.15,57.04,49,0.2917,168
18.72,KOTA METRO,2025-06-02,27.64,25.95,29.35,79.0,12.87,50.45,44,0.2619,168
18.72,KOTA METRO,2025-06-09,26.94,25.27,28.46,78.61,9.76,52.05,50,0.2976,168
18.72,KOTA METRO,2025-06-16,27.62,25.96,29.19,80.41,9.67,49.6,48,0.2857,168
18.72,KOTA METRO,2025-06-23,27.0,25.23,28.75,78.35,9.43,50.43,51,0.3036,168
18.72,KOTA METRO,2025-06-30,27.05,25.31,28.57,77.29,9.76,53.51,34,0.2024,168
18.72,KOTA METRO,2025-07-07,27.36,25.66,29.14,75.25,10.3,51.05,33,0.1964,168
18.72,KOTA METRO,2025-07-14,25.96,24.18,27.75,78.39,10.61,49.22,44,0.2619,168
18.72,KOTA METRO,2025-07-21,26.37,24.64,28.02,75.55,8.1,39.81,27,0.1607,168
18.72,KOTA METRO,2025-07-28,27.92,26.39,29.59,78.31,8.01,45.93,4,0.0238,168
18.72,KOTA METRO,2025-08-04,27.02,25.28,28.57,77.09,7.82,44.43,13,0.0774,168
18.72,KOTA METRO,2025-08-11,27.56,25.86,29.19,74.95,8.48,51.73,24,0.1429,168
31.01,KAB. ADM. KEP. SERIBU,2024-08-19,28.29,26.51,29.91,79.18,10.11,56.03,64,0.381,168
31.01,KAB. ADM. KEP. SERIBU,2024-08-26,28.04,26.27,29.6,78.85,10.49,57.26,57,0.3393,168
31.01,KAB. ADM. KEP. SERIBU,2024-09-02,27.58,25.79,29.35,80.59,9.93,51.22,50,0.2976,168
31.01,KAB. ADM. KEP. SERIBU,2024-09-09,27.27,25.71,28.94,80.5,7.36,53.38,32,0.1905,168
31.01,KAB. ADM. KEP. SERIBU,2024-09-16,28.49,26.98,30.03,78.33,8.59,51.0,25,0.1488,168
31.01,KAB. ADM. KEP. SERIBU,2024-09-23,26.97,25.27,28.51,82.03,8.14,47.6,44,0.2619,168
31.01,KAB. ADM. KEP. SERIBU,2024-09-30,27.91,26.41,29.59,76.29,7.61,53.83,22,0.131,168
31.01,KAB. ADM. KEP. SERIBU,2024-10-07,27.26,25.47,28.79,79.18,8.12,50.19,22,0.131,168
31.01,KAB. ADM. KEP. SERIBU,2024-10-14,26.91,25.18,28.46,75.71,7.28,47.71,25,0.1488,168
31.01,KAB. ADM. KEP. SERIBU,2024-10-21,27.46,25.94,29.15,79.53,8.4,39.45,23,0.1369,168
31.01,KAB. ADM. KEP. SERIBU,2024-10-28,27.07,25.45,28.84,75.75,6.49,47.88,11,0.0655,168
31.01,KAB. ADM. KEP. SERIBU,2024-11-04,26.34,24.55,27.94,76.51,7.05,41.35,10,0.0595,168
31.01,KAB. ADM. KEP. SERIBU,2024-11-11,26.49,24.73,28.2,77.31,6.69,43.89,23,0.1369,168
31.01,KAB. ADM. KEP. SERIBU,2024-11-18,26.67,25.1,28.47,78.58,6.9,42.2,22,0.131,168
31.01,KAB. ADM. KEP. SERIBU,2024-11-25,26.55,24.82,28.25,79.88,7.55,50.83,13,0.0774,168
31.01,KAB. ADM. KEP. SERIBU,2024-12-02,27.41,25.83,29.03,75.78,6.37,44.69,24,0.1429,168
31.01,KAB. ADM. KEP. SERIBU,2024-12-09,26.27,24.5,28.07,76.65,8.85,51.17,20,0.119,168
31.01,KAB. ADM. KEP. SERIBU,2024-12-16,27.68,25.96,29.45,76.7,6.62,51.73,37,0.2202,168
31.01,KAB. ADM. KEP. SERIBU,2024-12-23,27.07,25.33,28.79,77.63,6.56,45.33,34,0.2024,168
31.01,KAB. ADM. KEP. SERIBU,2024-12-30,27.25,25.63,28.85,78.37,7.19,53.25,28,0.1667,168
31.01,KAB. ADM. KEP. SERIBU,2025-01-06,26.78,25.06,28.36,78.8,8.66,56.21,19,0.1131,168
31.01,KAB. ADM. KEP. SERIBU,2025-01-13,27.4,25.9,29.14,79.44,9.13,49.19,30,0.1786,168
31.01,KAB. ADM. KEP. SERIBU,2025-01-20,27.77,26.14,29.47,78.36,8.79,68.25,37,0.2202,168
31.01,KAB. ADM. KEP. SERIBU,2025-01-27,26.85,25.35,28.65,80.67,9.56,54.67,41,0.244,168
31.01,KAB. ADM. KEP. SERIBU,2025-02-03,27.48,25.69,29.2,82.37,9.73,51.72,64,0.381,168
31.01,KAB. ADM. KEP. SERIBU,2025-02-10,28.81,27.07,30.52,78.16,7.79,59.8,72,0.4286,168
31.01,KAB. ADM. KEP. SERIBU,2025-02-17,28.27,26.48,29.95,86.55,9.12,61.04,53,0.3155,168
31.01,KAB. ADM. KEP. SERIBU,2025-02-24,28.78,27.11,30.37,80.01,11.11,59.28,79,0.4702,168
31.01,KAB. ADM. KEP. SERIBU,2025-03-03,29.27,27.67,30.88,83.26,10.3,61.62,75,0.4464,168
31.01,KAB. ADM. KEP. SERIBU,2025-03-10,28.86,27.29,30.4,82.09,11.94,68.88,74,0.4405,168
31.01,KAB. ADM. KEP. SERIBU,2025-03-17,28.4,26.72,30.0,83.42,11.5,72.82,75,0.4464,168
31.01,KAB. ADM. KEP. SERIBU,2025-03-24,28.75,27.15,30.4,86.51,12.84,70.21,101,0.6012,168
31.01,KAB. ADM. KEP. SERIBU,2025-03-31,28.5,26.82,30.29,83.34,11.32,67.86,91,0.5417,168
31.01,KAB. ADM. KEP. SERIBU,2025-04-07,28.81,27.29,30.47,85.48,13.22,78.56,97,0.5774,168
31.01,KAB. ADM. KEP. SERIBU,2025-04-14,28.75,27.07,30.36,85.32,11.95,81.65,91,0.5417,168
31.01,KAB. ADM. KEP. SERIBU,2025-04-21,29.81,28.17,31.41,85.43,12.15,65.6,101,0.6012,168
31.01,KAB. ADM. KEP. SERIBU,2025-04-28,29.26,27.66,30.96,82.34,12.86,67.24,95,0.5655,168
31.01,KAB. ADM. KEP. SERIBU,2025-05-05,28.95,27.43,30.61,91.03,13.23,72.02,113,0.6726,168
31.01,KAB. ADM. KEP. SERIBU,2025-05-12,29.34,27.83,31.12,90.86,12.93,76.91,101,0.6012,168
31.01,KAB. ADM. KEP. SERIBU,2025-05-19,29.09,27.31,30.61,86.97,14.84,78.03,98,0.5833,168
31.01,KAB. ADM. KEP. SERIBU,2025-05-26,29.72,28.03,31.3,83.83,12.64,73.55,89,0.5298,168
31.01,KAB. ADM. KEP. SERIBU,2025-06-02,28.51,26.81,30.12,88.8,12.42,72.72,96,0.5714,168
31.01,KAB. ADM. KEP. SERIBU,2025-06-09,29.04,27.24,30.76,84.38,14.59,78.9,82,0.4881,168
31.01,KAB. ADM. KEP. SERIBU,2025-06-16,29.72,28.18,31.24,88.88,12.84,71.27,97,0.5774,168
31.01,KAB. ADM. KEP. SERIBU,2025-06-23,29.36,27.7,30.98,82.2,11.82,71.55,89,0.5298,168
31.01,KAB. ADM. KEP. SERIBU,2025-06-30,28.96,27.31,30.64,80.82,13.57,72.64,99,0.5893,168
31.01,KAB. ADM. KEP. SERIBU,2025-07-07,29.56,27.8,31.35,85.58,12.31,71.57,94,0.5595,168
31.01,KAB. ADM. KEP. SERIBU,2025-07-14,28.29,26.54,29.96,84.43,10.98,55.51,87,0.5179,168
31.01,KAB. ADM. KEP. SERIBU,2025-07-21,29.42,27.73,31.11,83.39,11.79,61.18,67,0.3988,168
31.01,KAB. ADM. KEP. SERIBU,2025-07-28,28.67,27.15,30.17,85.78,9.63,58.32,80,0.4762,168
31.01,KAB. ADM. KEP. SERIBU,2025-08-04,28.7,26.97,30.33,83.3,10.15,72.05,68,0.4048,168
31.01,KAB. ADM. KEP. SERIBU,2025-08-11,27.82,26.1,29.37,81.39,10.8,61.1,46,0.2738,168
31.71,KOTA ADM. JAKARTA PUSAT,2024-08-19,27.55,25.9,29.15,81.78,10.37,55.31,25,0.1488,168
31.71,KOTA ADM. JAKARTA PUSAT,2024-08-26,27.64,26.05,29.41,76.12,8.91,49.74,28,0.1667,168
31.71,KOTA ADM. JAKARTA PUSAT,2024-09-02,27.27,25.5,29.0,76.75,7.5,40.58,15,0.0893,168
31.71,KOTA ADM. JAKARTA PUSAT,2024-09-09,27.47,25.82,29.03,77.31,7.27,47.88,24,0.1429,168
31.71,KOTA ADM. JAKARTA PUSAT,2024-09-16,26.9,25.26,28.46,80.87,8.8,52.08,21,0.125,168
31.71,KOTA ADM. JAKARTA PUSAT,2024-09-23,26.34,24.68,27.88,75.3,8.18,38.2,18,0.1071,168
31.71,KOTA ADM. JAKARTA PUSAT,2024-09-30,27.23,25.45,28.91,78.21,7.17,45.92,14,0.0833,168
31.71,KOTA ADM. JAKARTA PUSAT,2024-10-07,27.83,26.1,29.59,76.24,6.72,44.32,0,0.0,168
31.71,KOTA ADM. JAKARTA PUSAT,2024-10-14,26.23,24.69,27.88,77.98,7.98,37.9,9,0.0536,168
31.71,KOTA ADM. JAKARTA PUSAT,2024-10-21,27.2,25.61,28.95,77.24,7.84,47.75,22,0.131,168
31.71,KOTA ADM. JAKARTA PUSAT,2024-10-28,27.06,25.34,28.56,77.21,7.59,41.77,19,0.1131,168
31.71,KOTA ADM. JAKARTA PUSAT,2024-11-04,27.38,25.63,28.97,73.25,7.24,46.24,21,0.125,168
31.71,KOTA ADM. JAKARTA PUSAT,2024-11-11,26.64,24.99,28.15,76.73,6.52,55.38,16,0.0952,168
31.71,KOTA ADM. JAKARTA PUSAT,2024-11-18,27.56,26.03,29.06,76.31,8.1,47.32,22,0.131,168
31.71,KOTA ADM. JAKARTA PUSAT,2024-11-25,27.37,25.76,28.94,73.94,8.04,55.57,32,0.1905,168
31.71,KOTA ADM. JAKARTA PUSAT,2024-12-02,27.65,25.95,29.33,76.18,8.9,52.01,21,0.125,168
31.71,KOTA ADM. JAKARTA PUSAT,2024-12-09,27.4,25.84,29.05,80.13,9.07,49.31,39,0.2321,168
31.71,KOTA ADM. JAKARTA PUSAT,2024-12-16,26.98,25.36,28.68,79.65,6.87,49.68,27,0.1607,168
31.71,KOTA ADM. JAKARTA PUSAT,2024-12-23,28.2,26.56,29.98,77.38,8.58,58.28,37,0.2202,168
31.71,KOTA ADM. JAKARTA PUSAT,2024-12-30,27.28,25.53,29.06,79.19,6.64,61.5,47,0.2798,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-01-06,26.68,24.91,28.25,84.6,7.92,53.63,70,0.4167,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-01-13,27.89,26.28,29.44,79.44,10.11,57.83,59,0.3512,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-01-20,27.4,25.62,28.92,80.16,10.92,52.43,68,0.4048,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-01-27,28.3,26.66,29.86,82.17,11.59,67.93,68,0.4048,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-02-03,29.06,27.48,30.73,85.87,11.53,74.16,74,0.4405,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-02-10,28.19,26.42,29.69,82.96,10.02,56.62,75,0.4464,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-02-17,29.38,27.64,30.92,85.27,10.7,70.11,87,0.5179,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-02-24,28.27,26.61,29.96,85.36,11.08,67.37,96,0.5714,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-03-03,29.0,27.41,30.63,84.79,9.58,71.52,90,0.5357,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-03-10,29.76,27.99,31.55,86.38,11.86,65.69,87,0.5179,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-03-17,29.17,27.64,30.71,87.94,12.59,73.33,113,0.6726,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-03-24,29.28,27.5,30.8,88.41,11.91,76.8,103,0.6131,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-03-31,28.27,26.77,30.0,90.75,14.55,67.65,114,0.6786,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-04-07,29.74,28.04,31.4,83.75,12.76,71.84,97,0.5774,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-04-14,29.23,27.62,30.87,87.97,11.51,75.49,93,0.5536,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-04-21,29.82,28.17,31.4,86.25,13.82,75.35,103,0.6131,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-04-28,29.9,28.25,31.6,85.83,13.44,81.01,81,0.4821,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-05-05,29.23,27.45,30.98,85.04,11.67,72.21,97,0.5774,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-05-12,27.99,26.3,29.58,89.9,12.93,81.34,98,0.5833,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-05-19,28.79,27.19,30.38,84.79,12.52,65.79,104,0.619,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-05-26,28.47,26.69,30.16,87.0,14.47,63.4,97,0.5774,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-06-02,28.64,27.04,30.24,87.99,13.38,66.99,83,0.494,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-06-09,28.86,27.07,30.51,84.43,12.34,71.31,70,0.4167,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-06-16,28.27,26.7,30.01,83.03,13.3,70.72,76,0.4524,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-06-23,27.9,26.2,29.63,82.51,11.87,62.21,64,0.381,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-06-30,28.01,26.48,29.69,82.83,10.82,66.54,66,0.3929,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-07-07,27.07,25.54,28.68,82.64,10.44,59.79,63,0.375,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-07-14,27.68,26.01,29.37,82.81,12.98,53.67,60,0.3571,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-07-21,27.78,26.13,29.56,81.02,10.95,51.58,44,0.2619,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-07-28,27.78,26.15,29.4,79.3,9.49,52.88,53,0.3155,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-08-04,27.98,26.39,29.58,79.97,9.03,50.33,41,0.244,168
31.71,KOTA ADM. JAKARTA PUSAT,2025-08-11,27.9,26.33,29.44,77.81,10.11,57.75,33,0.1964,168
31.72,KOTA ADM. JAKARTA UTARA,2024-08-19,26.38,24.8,28.17,79.38,8.2,40.79,13,0.0774,168
31.72,KOTA ADM. JAKARTA UTARA,2024-08-26,26.63,25.09,28.41,76.36,9.33,41.81,24,0.1429,168
31.72,KOTA ADM. JAKARTA UTARA,2024-09-02,26.1,24.55,27.64,77.91,7.54,49.0,18,0.1071,168
31.72,KOTA ADM. JAKARTA UTARA,2024-09-09,27.5,25.9,29.05,75.21,7.32,51.52,16,0.0952,168
31.72,KOTA ADM. JAKARTA UTARA,2024-09-16,26.38,24.88,27.92,75.93,7.2,47.57,6,0.0357,168
31.72,KOTA ADM. JAKARTA UTARA,2024-09-23,25.64,23.98,27.19,77.98,4.7,46.84,31,0.1845,168
31.72,KOTA ADM. JAKARTA UTARA,2024-09-30,25.97,24.45,27.73,77.01,7.26,49.06,18,0.1071,168
31.72,KOTA ADM. JAKARTA UTARA,2024-10-07,27.15,25.59,28.9,78.13,6.46,39.79,31,0.1845,168
31.72,KOTA ADM. JAKARTA UTARA,2024-10-14,26.26,24.74,28.03,79.55,6.7,49.26,17,0.1012,168
31.72,KOTA ADM. JAKARTA UTARA,2024-10-21,26.69,25.08,28.37,81.16,8.0,45.03,21,0.125,168
31.72,KOTA ADM. JAKARTA UTARA,2024-10-28,27.31,25.56,28.98,78.61,7.25,52.62,29,0.1726,168
31.72,KOTA ADM. JAKARTA UTARA,2024-11-04,27.52,26.01,29.07,81.84,7.53,54.62,47,0.2798,168
31.72,KOTA ADM. JAKARTA UTARA,2024-11-11,26.68,25.12,28.25,79.22,7.35,58.57,40,0.2381,168
31.72,KOTA ADM. JAKARTA UTARA,2024-11-18,27.2,25.57,28.9,77.52,8.01,55.82,41,0.244,168
31.72,KOTA ADM. JAKARTA UTARA,2024-11-25,27.39,25.7,29.1,81.19,7.07,52.6,49,0.2917,168
31.72,KOTA ADM. JAKARTA UTARA,2024-12-02,28.16,26.61,29.76,84.92,8.61,56.65,49,0.2917,168
31.72,KOTA ADM. JAKARTA UTARA,2024-12-09,27.66,26.08,29.44,80.78,8.71,57.69,67,0.3988,168
31.72,KOTA ADM. JAKARTA UTARA,2024-12-16,27.98,26.46,29.62,85.17,8.62,69.91,70,0.4167,168
31.72,KOTA ADM. JAKARTA UTARA,2024-12-23,28.02,26.37,29.64,82.05,8.59,73.76,61,0.3631,168
31.72,KOTA ADM. JAKARTA UTARA,2024-12-30,29.14,27.44,30.71,82.79,9.91,66.0,74,0.4405,168
31.72,KOTA ADM. JAKARTA UTARA,2025-01-06,28.14,26.47,29.64,85.06,10.25,65.32,65,0.3869,168
31.72,KOTA ADM. JAKARTA UTARA,2025-01-13,28.24,26.69,29.87,85.08,9.79,73.84,80,0.4762,168
31.72,KOTA ADM. JAKARTA UTARA,2025-01-20,28.4,26.72,30.0,85.2,9.24,71.94,85,0.506,168
31.72,KOTA ADM. JAKARTA UTARA,2025-01-27,27.91,26.27,29.51,84.78,10.43,67.87,81,0.4821,168
31.72,KOTA ADM. JAKARTA UTARA,2025-02-03,28.87,27.1,30.46,84.65,12.1,65.74,82,0.4881,168
31.72,KOTA ADM. JAKARTA UTARA,2025-02-10,29.4,27.65,31.18,84.85,11.1,74.96,85,0.506,168
31.72,KOTA ADM. JAKARTA UTARA,2025-02-17,30.03,28.4,31.81,87.75,10.99,69.89,97,0.5774,168
31.72,KOTA ADM. JAKARTA UTARA,2025-02-24,28.58,26.8,30.16,89.01,13.11,74.78,97,0.5774,168
31.72,KOTA ADM. JAKARTA UTARA,2025-03-03,29.75,28.02,31.27,86.26,11.71,84.43,82,0.4881,168
31.72,KOTA ADM. JAKARTA UTARA,2025-03-10,28.75,27.25,30.29,89.98,11.99,73.59,111,0.6607,168
31.72,KOTA ADM. JAKARTA UTARA,2025-03-17,28.38,26.81,30.06,87.2,14.09,79.71,98,0.5833,168
31.72,KOTA ADM. JAKARTA UTARA,2025-03-24,28.87,27.21,30.65,87.89,14.19,81.83,121,0.7202,168
31.72,KOTA ADM. JAKARTA UTARA,2025-03-31,28.94,27.42,30.63,84.18,13.25,76.71,93,0.5536,168
31.72,KOTA ADM. JAKARTA UTARA,2025-04-07,29.56,27.88,31.1,88.64,12.6,72.55,93,0.5536,168
31.72,KOTA ADM. JAKARTA UTARA,2025-04-14,29.81,28.27,31.58,85.38,12.25,68.51,90,0.5357,168
31.72,KOTA ADM. JAKARTA UTARA,2025-04-21,28.51,26.84,30.09,83.5,12.05,69.24,92,0.5476,168
31.72,KOTA ADM. JAKARTA UTARA,2025-04-28,28.74,27.13,30.37,87.9,11.09,64.83,86,0.5119,168
31.72,KOTA ADM. JAKARTA UTARA,2025-05-05,29.48,27.78,31.27,79.35,11.57,60.57,89,0.5298,168
31.72,KOTA ADM. JAKARTA UTARA,2025-05-12,28.02,26.34,29.7,86.09,12.57,57.6,87,0.5179,168
31.72,KOTA ADM. JAKARTA UTARA,2025-05-19,28.29,26.5,30.0,82.02,13.5,65.6,74,0.4405,168
31.72,KOTA ADM. JAKARTA UTARA,2025-05-26,28.7,27.0,30.22,82.32,10.76,64.99,62,0.369,168
31.72,KOTA ADM. JAKARTA UTARA,2025-06-02,28.15,26.57,29.7,85.63,13.27,50.54,80,0.4762,168
31.72,KOTA ADM. JAKARTA UTARA,2025-06-09,26.86,25.11,28.53,76.88,11.04,62.02,57,0.3393,168
31.72,KOTA ADM. JAKARTA UTARA,2025-06-16,27.49,25.94,29.09,82.22,11.61,60.59,61,0.3631,168
31.72,KOTA ADM. JAKARTA UTARA,2025-06-23,27.57,26.01,29.11,81.06,10.2,50.38,52,0.3095,168
31.72,KOTA ADM. JAKARTA UTARA,2025-06-30,27.77,26.15,29.54,82.07,12.56,47.55,48,0.2857,168
31.72,KOTA ADM. JAKARTA UTARA,2025-07-07,27.78,26.16,29.52,76.92,10.94,46.26,56,0.3333,168
31.72,KOTA ADM. JAKARTA UTARA,2025-07-14,27.19,25.61,28.87,77.43,10.94,53.85,42,0.25,168
31.72,KOTA ADM. JAKARTA UTARA,2025-07-21,26.51,24.83,28.03,77.64,9.7,54.42,39,0.2321,168
31.72,KOTA ADM. JAKARTA UTARA,2025-07-28,27.3,25.71,28.87,76.27,9.66,47.07,24,0.1429,168
31.72,KOTA ADM. JAKARTA UTARA,2025-08-04,28.26,26.47,29.77,77.67,7.77,46.79,23,0.1369,168
31.72,KOTA ADM. JAKARTA UTARA,2025-08-11,27.14,25.47,28.79,78.45,7.46,44.46,11,0.0655,168
31.73,KOTA ADM. JAKARTA BARAT,2024-08-19,29.49,27.98,31.14,87.79,13.09,76.52,96,0.5714,168
31.73,KOTA ADM. JAKARTA BARAT,2024-08-26,28.2,26.64,29.85,87.29,12.64,71.35,110,0.6548,168
31.73,KOTA ADM. JAKARTA BARAT,2024-09-02,29.01,27.36,30.59,91.01,12.94,77.3,113,0.6726,168
31.73,KOTA ADM. JAKARTA BARAT,2024-09-09,29.67,28.13,31.23,85.24,12.8,64.29,114,0.6786,168
31.73,KOTA ADM. JAKARTA BARAT,2024-09-16,28.42,26.76,29.96,85.8,11.71,78.28,101,0.6012,168
31.73,KOTA ADM. JAKARTA BARAT,2024-09-23,28.92,27.13,30.6,85.4,10.0,80.21,101,0.6012,168
